,epochs,training losses
0,1,0.013748144937886132
1,2,0.013208508284555541
2,3,0.013443091246126979
3,4,0.013186447029174478
4,5,0.013083921245264786
5,6,0.01300044830336615
6,7,0.012943802073735881
7,8,0.013237837115647617
8,9,0.013007457419815991
9,10,0.012982767609948362
10,11,0.012888149082384727
11,12,0.01283374073466769
12,13,0.012884327572666936
13,14,0.01305699598527065
14,15,0.013066274148446543
15,16,0.013063175896941512
16,17,0.012927036439241082
17,18,0.012873523144258393
18,19,0.01294624791653068
19,20,0.01287974451703054
20,21,0.013287331426033267
21,22,0.012875200594188991
22,23,0.01287436050673326
23,24,0.012776873764340524
24,25,0.013065709801459754
25,26,0.012836451866422538
26,27,0.012740579468232614
27,28,0.012683566038807234
28,29,0.013026918853736587
29,30,0.012745358653504539
30,31,0.012563436826760019
31,32,0.012534586488510724
32,33,0.012519847998326575
33,34,0.012596632923103042
34,35,0.012596718052885047
35,36,0.012759373988956213
36,37,0.012641257330499313
37,38,0.012742304864029089
38,39,0.012526236543500865
39,40,0.012522138499965271
40,41,0.012558355599779773
41,42,0.01239307031587318
42,43,0.012427292574473002
43,44,0.01238190101597596
44,45,0.012570047526861782
45,46,0.012358324912687143
46,47,0.012372548985122531
47,48,0.012145806569606066
48,49,0.012030838557553512
49,50,0.01205704485376676
50,51,0.012151488137465936
51,52,0.012108460258416555
52,53,0.012348168219129244
53,54,0.012105452276214405
54,55,0.012104433236850632
55,56,0.01199811027833709
56,57,0.012063340887565303
57,58,0.011976791390528282
58,59,0.011928772898735824
59,60,0.012047588928706117
60,61,0.011956152454432514
61,62,0.011907731165626535
62,63,0.011866031162854698
63,64,0.01185456228752931
64,65,0.011899868285076486
65,66,0.011917477249409314
66,67,0.011812115295065774
67,68,0.011793398056869154
68,69,0.011774510852302666
69,70,0.011721646326973482
70,71,0.011767564945060897
71,72,0.011709892363459975
72,73,0.011752278250814588
73,74,0.011847151012194378
74,75,0.01172811981221592
75,76,0.011637330262197388
76,77,0.011702482950770192
77,78,0.011632036279748988
78,79,0.011712739916725291
79,80,0.0115989964041445
80,81,0.011531551834195852
81,82,0.011617649553550614
82,83,0.011491479852271301
83,84,0.011454670724493486
84,85,0.011423594732251432
85,86,0.011458411554081572
86,87,0.011400656774640083
87,88,0.011431862686381297
88,89,0.011422399000299198
89,90,0.011330048208711323
90,91,0.011299932203083127
91,92,0.011484000210960707
92,93,0.011453723103773815
93,94,0.011522873442758012
94,95,0.011382637821413853
95,96,0.011329232180422102
96,97,0.011259813379082415
97,98,0.011253871885990654
98,99,0.011354717926156742
99,100,0.011250090129949429
100,101,0.011241632720662488
101,102,0.011274148330644326
102,103,0.01115539818312283
103,104,0.011185340617817861
104,105,0.011134894719968239
105,106,0.011230344125242145
106,107,0.011362027704577756
107,108,0.011241367569676152
108,109,0.011177985308070978
109,110,0.011134628068517756
110,111,0.011109157310177883
111,112,0.011066818765054146
112,113,0.011111682004950664
113,114,0.011043312148777422
114,115,0.011090557608339522
115,116,0.011031903395498241
116,117,0.011032116185459826
117,118,0.011043429029760536
118,119,0.011016907118674781
119,120,0.011038325019870643
120,121,0.011046627777870055
121,122,0.010977654321188177
122,123,0.010960641230835958
123,124,0.011042177521934112
124,125,0.01094643255971648
125,126,0.011006836262014177
126,127,0.011239111044064717
127,128,0.011037948196408924
128,129,0.010970665072953259
129,130,0.010911098802117285
130,131,0.010996531022505628
131,132,0.011015869418366088
132,133,0.010926830375360118
133,134,0.01089411016760601
134,135,0.010878109183438399
135,136,0.010856570365528265
136,137,0.010777102507374904
137,138,0.010895359536839856
138,139,0.010863211488834134
139,140,0.010919419220752187
140,141,0.01082305824039159
141,142,0.010851174161803943
142,143,0.010748769018661094
143,144,0.010775402860922946
144,145,0.01076308498159051
145,146,0.01075928142570235
146,147,0.010757168289273977
147,148,0.010794246793483142
148,149,0.010794986746515389
149,150,0.010685748696603157
150,151,0.010656022803030081
151,152,0.010679027100128156
152,153,0.010729969375663333
153,154,0.010765143808115411
154,155,0.010810627981468483
155,156,0.010776805467213746
156,157,0.010770377944465037
157,158,0.011087357997894287
158,159,0.01099209853068546
159,160,0.010912824939522479
160,161,0.01088475639483443
161,162,0.010817071940335963
162,163,0.010724800794074932
163,164,0.010678453784849908
164,165,0.010652426181843987
165,166,0.010657459531945211
166,167,0.01059349288267118
167,168,0.010601455345749855
168,169,0.01056100429829072
169,170,0.010593586342616213
