,epochs,training losses
0,1,0.013744681504451566
1,2,0.013393241170517824
2,3,0.013232067261857015
3,4,0.013144056485206992
4,5,0.013026263392357915
5,6,0.012995587972303232
6,7,0.012977847950188097
7,8,0.012895346774409214
8,9,0.013003646223633378
9,10,0.012878707834277992
10,11,0.013051700002203384
11,12,0.01292429302163698
12,13,0.012912981039671987
13,14,0.012815763604723744
14,15,0.012763437815010548
15,16,0.012938859613819255
16,17,0.012821462074363674
17,18,0.012769579163028134
18,19,0.012869968630925373
19,20,0.012964215767742307
20,21,0.012919887727885335
21,22,0.012790649836124093
22,23,0.012839164101967105
23,24,0.012872425304656779
24,25,0.012807669445734334
25,26,0.012870694148457713
26,27,0.012780358480220591
27,28,0.012677089328429213
28,29,0.012645469564530585
29,30,0.012497748817420669
30,31,0.012496773153543472
31,32,0.01235473049045713
32,33,0.012381188329999094
33,34,0.012476633854762272
34,35,0.012468849257048633
35,36,0.012277794932877575
36,37,0.012318098003527633
37,38,0.012412603565112309
38,39,0.012438586292167505
39,40,0.012532313871714804
40,41,0.012336875381017173
41,42,0.012264801723951543
42,43,0.01207857132302942
43,44,0.012204486048883863
44,45,0.012088103219866753
45,46,0.01228957342121888
46,47,0.012225185641673979
47,48,0.012070683158796143
48,49,0.011988501926815068
49,50,0.01198932268070402
50,51,0.011980699254544798
51,52,0.011881945671996585
52,53,0.011871655350895944
53,54,0.011884823700206147
54,55,0.011918971297779569
55,56,0.011939448580421784
56,57,0.011936723547815173
57,58,0.01181728898168162
58,59,0.0118194500984693
59,60,0.01170186424213979
60,61,0.011689180094334815
61,62,0.011718682686073912
62,63,0.011716945734978826
63,64,0.011660569192220768
64,65,0.011617030499985925
65,66,0.01162803555942244
66,67,0.011619564370010738
67,68,0.011569795353959004
68,69,0.011582394699669547
69,70,0.01157312929906227
70,71,0.011513960651225515
71,72,0.011586850612527795
72,73,0.011577664288105789
73,74,0.01161826017347199
74,75,0.011512740929093625
75,76,0.011512810709299865
76,77,0.011591670275838286
77,78,0.011471058345503278
78,79,0.011429370018757053
79,80,0.011410382352079506
80,81,0.011483207431242422
81,82,0.011496533519002023
82,83,0.011326682857341237
83,84,0.011531077480564514
84,85,0.011330844299798762
85,86,0.0112661960258804
86,87,0.011269505601376295
87,88,0.011381587875937973
88,89,0.011226478360455346
89,90,0.011209288508527808
90,91,0.011195896710786555
91,92,0.011241792752924893
92,93,0.01125864555231399
93,94,0.011153382231929788
94,95,0.011145306216483866
95,96,0.01120641065278539
96,97,0.01114759846004071
97,98,0.011159296630433312
98,99,0.011143847765332018
99,100,0.011172825729267465
100,101,0.011126018232769437
101,102,0.011085284166727905
102,103,0.011137063321829946
103,104,0.011063793122216507
104,105,0.011007319307989545
105,106,0.01104253013100889
106,107,0.011093883723434474
107,108,0.0110576625706421
108,109,0.011030487060822823
109,110,0.011045501222489056
110,111,0.010978454689460772
111,112,0.010985589568951615
112,113,0.011061930011405988
113,114,0.011124953662079794
114,115,0.011038166315605244
115,116,0.010958632506016228
116,117,0.010959951172548311
117,118,0.010916932313530534
118,119,0.011011352555619346
119,120,0.010955033271952911
120,121,0.010922462575965457
121,122,0.01092079000685502
122,123,0.010972591479205422
123,124,0.01098025150390135
