,epochs,training losses
0,1,0.013699840547309982
1,2,0.013199396655653362
2,3,0.013172275524724412
3,4,0.013107048796006927
4,5,0.013054181890631164
5,6,0.013012604132570603
6,7,0.012978049167604358
7,8,0.012951985760419457
8,9,0.012914219664202796
9,10,0.012826963724499499
10,11,0.012888808234560269
11,12,0.012965064737255927
12,13,0.012911429611483106
13,14,0.01285053185980629
14,15,0.012807934700200954
15,16,0.012791285739728698
16,17,0.013007319722048662
17,18,0.012844003357545094
18,19,0.0128333891948892
19,20,0.012872009227673212
20,21,0.012832876588045447
21,22,0.012927740622587778
22,23,0.013892029153390063
23,24,0.0128468024475431
24,25,0.01275236914969153
25,26,0.012721272858066691
26,27,0.012634073798027303
27,28,0.012447474921053206
28,29,0.012318085240959018
29,30,0.012779128996448385
30,31,0.012540959028734101
31,32,0.012466880906787183
32,33,0.012397015312065681
33,34,0.0123689247260767
34,35,0.012426046913282739
35,36,0.012266613629267172
36,37,0.012158838428418946
37,38,0.012220812340577444
38,39,0.012102619503383283
39,40,0.012284832851340374
40,41,0.012057267336381806
41,42,0.01246103347727546
42,43,0.01224205706751457
43,44,0.012213134569012456
44,45,0.01222659269761708
45,46,0.011999524026005357
46,47,0.011957799584639293
47,48,0.011824526306655671
48,49,0.011704274091041751
49,50,0.011769838820866964
50,51,0.011737509389166479
51,52,0.011747266217652295
52,53,0.011844408594899707
53,54,0.011964907093594471
54,55,0.011707837003524657
55,56,0.011752184083754266
56,57,0.011650155263918417
57,58,0.01174741029670393
58,59,0.011591763477082606
59,60,0.01157716508195908
60,61,0.011640645856796592
61,62,0.011581183135233543
62,63,0.01165347692936107
63,64,0.01171911099097795
64,65,0.01159361446345294
65,66,0.011556236866723609
66,67,0.011501522096632808
67,68,0.011563189793378115
68,69,0.011449337798964095
69,70,0.011418120659611843
70,71,0.011482187460556074
71,72,0.011476267646584246
72,73,0.011404510621947271
73,74,0.011647135243509655
74,75,0.011417374877190148
75,76,0.011421602840224901
76,77,0.01155882996196548
77,78,0.01150712400191912
78,79,0.011329817654633964
79,80,0.011353961726719583
80,81,0.011448145016200013
81,82,0.01142265278570078
82,83,0.011254291533044091
83,84,0.011185634657050724
84,85,0.011204480297035642
85,86,0.011210838522486112
86,87,0.01124387605253745
87,88,0.011254358346815463
88,89,0.011460780631750822
89,90,0.011352900277685237
90,91,0.01133009280871462
91,92,0.011486156395188084
92,93,0.011398671522598576
93,94,0.011275608765168322
94,95,0.011301865939188886
95,96,0.011325655349840721
96,97,0.011207272540088053
97,98,0.01127139184003075
98,99,0.011186287031267528
99,100,0.011155231321161543
100,101,0.011103284976410645
101,102,0.011151887372963958
102,103,0.01104709719894109
103,104,0.011084524759401878
104,105,0.011048377870961471
105,106,0.01105941390549695
106,107,0.011034600350453897
107,108,0.01105912186688295
108,109,0.011047779116779566
109,110,0.011100188656537622
110,111,0.010998205161067072
111,112,0.01097582102994676
112,113,0.010952914288888374
113,114,0.01093999391283702
114,115,0.010952585411292536
115,116,0.010918967822497641
116,117,0.010905622452911403
117,118,0.010899436073722664
118,119,0.011018718023680978
119,120,0.010937352992456269
120,121,0.010971057953106033
121,122,0.010881421518408589
122,123,0.010869093532501548
123,124,0.011042839416337234
124,125,0.010922636146898623
125,126,0.010901769347212932
126,127,0.010931848772560005
127,128,0.010982567651404275
128,129,0.01097426527283258
129,130,0.01083268980599112
130,131,0.010783514542574132
131,132,0.010752868217726549
132,133,0.010736095029170866
133,134,0.010785625574903356
134,135,0.010712607453266779
135,136,0.010796447974388246
136,137,0.010816894057724211
137,138,0.01072403390167488
138,139,0.010713447092307938
139,140,0.01076570187729818
140,141,0.010841368680336961
141,142,0.010850265380684976
142,143,0.0107619554080345
143,144,0.010707291584737875
144,145,0.010660907150142722
145,146,0.010671417522071689
146,147,0.010608035743374515
147,148,0.010629234076650054
148,149,0.010566281189245207
149,150,0.010590302688931977
150,151,0.010686670430004597
151,152,0.010578920823280458
152,153,0.010579421581631457
153,154,0.010696508766462406
154,155,0.01089904133092474
155,156,0.010917041036817763
156,157,0.010936593188455811
157,158,0.01086081302276364
158,159,0.01071942038834095
159,160,0.010787563277753416
160,161,0.010613967078151527
161,162,0.010573791943628478
162,163,0.010521867519451512
163,164,0.010548220240269546
164,165,0.01059835167877652
165,166,0.010593549417400802
